sector,district,current_employment,projected_employment_2yr,growth_rate_percent,key_roles_in_demand,skills_gap_percent,avg_salary_offered,training_alignment_score,employer_satisfaction_score,hiring_intent_next_quarter,technology_adoption_level,automation_risk,green_jobs_potential,last_survey_date
IT & Software Services,Mumbai,11778,13357,13.41,Software Developer; Data Analyst; Cloud Engineer; DevOps Engineer; Cybersecurity Analyst,43.21,118924,77.53,40.35,Low,Emerging,Low,High,2026-06-16
Electronics & Hardware,Sangli,12941,13555,4.75,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,42.48,47161,40.84,69.03,High,Emerging,Low,Medium,2026-06-02
Electronics & Hardware,Jalgaon,48894,52408,7.19,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,26.78,22437,54.94,71.67,High,Emerging,Low,Medium,2026-06-24
Electronics & Hardware,Akola,16585,17134,3.31,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,29.67,63820,66.89,42.21,No Change,Emerging,High,Low,2026-07-28
Electronics & Hardware,Latur,20665,22977,11.19,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,49.26,46908,80.15,58.68,Low,Moderate,Low,Medium,2026-07-17
Electronics & Hardware,Dhule,27541,30444,10.54,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,24.61,23438,50.26,71.63,Medium,Advanced,High,High,2026-04-01
Electronics & Hardware,Ahmednagar,16835,18207,8.15,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,50.66,66090,55.57,45.71,No Change,Basic,Low,Low,2026-04-24
Electronics & Hardware,Chandrapur,9867,10779,9.25,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,29.47,58506,80.39,81.17,No Change,Moderate,High,Low,2026-09-01
Electronics & Hardware,Parbhani,10431,11093,6.35,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,30.59,59916,54.28,86.15,Medium,Basic,High,High,2026-07-29
Electronics & Hardware,Jalna,40351,43514,7.84,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,41.47,67304,69.22,52.07,Medium,Emerging,Low,Medium,2026-08-03
Electronics & Hardware,Bhiwandi,30790,33108,7.53,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,46.58,29113,66.06,63.98,No Change,Moderate,High,High,2026-07-16
Electronics & Hardware,Nanded,25519,26684,4.57,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,48.56,53353,84.47,77.65,No Change,Emerging,Low,Low,2026-03-14
Electronics & Hardware,Satara,11416,12543,9.87,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,51.55,61255,30.57,53.44,Low,Basic,High,Medium,2026-07-03
Electronics & Hardware,Beed,24823,27558,11.02,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,53.3,26085,68.28,74.63,Low,Emerging,High,Low,2026-05-04
Electronics & Hardware,Yavatmal,2110,2198,4.19,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,56.28,61401,61.96,84.05,High,Advanced,Medium,Medium,2026-04-28
Electronics & Hardware,Osmanabad,12163,13373,9.95,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,52.65,23056,70.08,79.2,Low,Emerging,Medium,High,2026-04-16
Electronics & Hardware,Raigad,29893,31449,5.21,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,24.65,51817,72.2,63.22,Low,Basic,Low,Low,2026-08-24
Electronics & Hardware,Ratnagiri,35426,37828,6.78,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,20.78,27135,60.4,47.83,Medium,Basic,High,Low,2026-07-27
Electronics & Hardware,Sindhudurg,8432,9411,11.62,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,29.76,69610,60.8,82.18,High,Advanced,Medium,Medium,2026-07-27
Electronics & Hardware,Wardha,37030,38940,5.16,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,30.88,32435,81.32,45.23,Low,Advanced,Medium,Medium,2026-03-25
Electronics & Hardware,Washim,49876,54044,8.36,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,24.08,67020,76.99,54.14,No Change,Emerging,High,High,2026-03-17
Electronics & Hardware,Gondia,20286,21218,4.6,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,39.07,60894,61.73,63.24,High,Advanced,Medium,High,2026-06-22
Electronics & Hardware,Bhandara,35822,39754,10.98,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,30.49,50628,33.97,89.55,No Change,Basic,Low,Low,2026-06-22
Electronics & Hardware,Gadchiroli,8096,8828,9.05,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,21.39,19407,46.91,44.38,High,Moderate,Medium,Medium,2026-03-19
Electronics & Hardware,Hingoli,22233,23984,7.88,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,31.21,33453,80.55,72.96,No Change,Moderate,Medium,High,2026-03-25
Electronics & Hardware,Nandurbar,4031,4502,11.7,Electronics Technician; PCB Designer; Assembly Operator; Quality Tester; Field Service Engineer,21.43,36405,84.31,46.98,High,Moderate,Medium,High,2026-07-09
Real Estate,Mumbai,12276,13565,10.5,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,19.68,31904,66.78,44.67,High,Moderate,Low,Low,2026-06-04
Real Estate,Pune,43479,46205,6.27,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,49.74,45123,49.84,48.55,Low,Advanced,Low,Medium,2026-03-15
Real Estate,Nagpur,16669,17388,4.31,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,41.91,65532,46.08,59.15,No Change,Moderate,High,High,2026-08-15
Real Estate,Thane,9206,9620,4.5,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,41.16,29415,68.76,57.86,No Change,Basic,Medium,Medium,2026-03-25
Real Estate,Nashik,24703,25788,4.39,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,54.96,55890,54.92,81.58,Low,Basic,Medium,High,2026-04-15
Real Estate,Aurangabad,29228,31134,6.52,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,50.9,47058,64.1,70.86,Low,Advanced,High,High,2026-04-05
Real Estate,Solapur,38266,42116,10.06,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,59.93,51821,35.21,50.24,High,Moderate,High,High,2026-05-10
Real Estate,Amravati,18394,20280,10.25,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,50.26,69339,40.96,78.28,High,Advanced,Medium,High,2026-03-15
Real Estate,Kolhapur,20241,21437,5.91,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,42.02,34441,39.19,47.75,High,Advanced,Low,Low,2026-08-04
Real Estate,Sangli,47100,49153,4.36,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,50.54,19959,56.5,68.73,High,Emerging,Low,High,2026-06-28
Real Estate,Jalgaon,15227,16789,10.26,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,33.5,35691,52.57,57.49,No Change,Emerging,Low,High,2026-03-13
Real Estate,Akola,10334,10817,4.68,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,51.5,18823,54.17,42.75,Medium,Moderate,Medium,Low,2026-05-22
Real Estate,Latur,10139,10761,6.14,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,33.51,25791,41.57,49.32,No Change,Emerging,Low,Medium,2026-04-19
Real Estate,Dhule,33337,35470,6.4,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,51.17,63744,45.31,57.2,Medium,Basic,Low,Medium,2026-08-22
Real Estate,Ahmednagar,23669,24407,3.12,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,41.2,46289,54.07,75.41,Medium,Advanced,High,Low,2026-07-08
Real Estate,Chandrapur,48709,51636,6.01,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,43.04,26964,81.01,86.1,Low,Moderate,High,Low,2026-03-10
Real Estate,Parbhani,7213,7555,4.74,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,41.77,45172,59.87,89.47,Low,Basic,Medium,Low,2026-04-10
Real Estate,Jalna,13152,13667,3.92,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,27.43,34060,49.18,62.52,No Change,Advanced,Low,High,2026-07-22
Real Estate,Bhiwandi,24403,26171,7.25,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,18.07,68894,70.03,55.89,Low,Advanced,Medium,Low,2026-07-28
Real Estate,Nanded,25126,26167,4.15,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,18.44,42384,49.88,40.45,No Change,Emerging,Low,High,2026-07-22
Real Estate,Satara,36056,39565,9.73,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,53.74,35977,80.34,52.47,No Change,Moderate,High,High,2026-06-16
Real Estate,Beed,4662,5002,7.29,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,33.44,26173,53.56,70.72,Medium,Moderate,Low,Medium,2026-08-24
Real Estate,Yavatmal,17497,18832,7.64,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,46.17,32595,35.78,75.47,Medium,Basic,Medium,Medium,2026-06-15
Real Estate,Osmanabad,626,684,9.33,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,23.29,44080,70.49,63.56,Medium,Emerging,High,Medium,2026-08-10
Real Estate,Raigad,10562,11555,9.4,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,46.1,69348,42.98,70.35,High,Moderate,High,Medium,2026-07-04
Real Estate,Ratnagiri,5345,5541,3.67,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,58.65,26318,38.67,78.31,High,Basic,Medium,Medium,2026-03-26
Real Estate,Sindhudurg,16769,18085,7.85,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,34.85,41479,74.68,56.3,Medium,Emerging,Medium,Medium,2026-08-19
Real Estate,Wardha,13435,14923,11.08,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,56.21,23357,51.52,53.64,No Change,Basic,Medium,Low,2026-04-20
Real Estate,Washim,49002,54315,10.84,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,21.69,64444,82.88,40.27,High,Moderate,Medium,Low,2026-04-16
Real Estate,Gondia,26629,28931,8.65,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,19.77,32841,51.65,84.5,Low,Basic,High,Medium,2026-06-06
Real Estate,Bhandara,43754,48484,10.81,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,33.64,68661,80.22,82.06,Medium,Emerging,High,Medium,2026-07-11
Real Estate,Gadchiroli,12182,13419,10.16,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,37.78,27571,50.45,89.15,High,Moderate,High,Low,2026-05-19
Real Estate,Hingoli,46658,50535,8.31,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,22.6,53889,47.77,69.61,No Change,Emerging,High,Low,2026-04-05
Real Estate,Nandurbar,38783,43194,11.37,Sales Executive; Property Manager; Site Engineer; Architect; Legal Advisor,38.33,68730,80.52,76.94,No Change,Moderate,Low,High,2026-05-04
Insurance,Mumbai,5099,5316,4.26,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,18.09,22147,44.31,82.55,High,Basic,Low,High,2026-05-25
Insurance,Pune,37051,38933,5.08,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,55.32,37794,81.57,44.94,High,Moderate,Medium,Low,2026-07-09
Insurance,Nagpur,18657,19611,5.11,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,49.78,24384,65.68,88.07,Medium,Advanced,Low,Low,2026-04-12
Insurance,Thane,26228,28909,10.22,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,29.01,61681,66.81,65.97,Medium,Advanced,High,High,2026-07-17
Insurance,Nashik,37790,39658,4.95,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,25.18,27511,32.17,42.27,No Change,Basic,High,High,2026-07-08
Insurance,Aurangabad,20584,21417,4.05,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,16.96,26730,61.69,42.71,High,Basic,Medium,Low,2026-05-28
Insurance,Solapur,19716,21528,9.19,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,38.53,66100,62.43,71.59,Medium,Basic,Low,Low,2026-08-10
Insurance,Amravati,34274,36611,6.82,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,58.37,42956,36.26,56.49,High,Advanced,High,Low,2026-07-24
Insurance,Kolhapur,2867,3043,6.15,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,48.92,42555,60.13,75.44,No Change,Moderate,High,Medium,2026-07-25
Insurance,Sangli,943,1015,7.73,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,27.07,42613,50.19,73.33,Low,Moderate,High,Low,2026-04-01
Insurance,Jalgaon,45761,49953,9.16,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,42.97,31788,76.74,53.39,Medium,Advanced,Low,Medium,2026-06-01
Insurance,Akola,49300,51503,4.47,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,17.46,48783,60.08,77.37,High,Advanced,Low,High,2026-05-02
Insurance,Latur,35727,39229,9.8,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,59.16,42335,76.41,41.97,High,Advanced,Medium,Low,2026-05-24
Insurance,Dhule,26657,29719,11.49,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,31.85,54476,63.24,41.67,No Change,Moderate,Medium,Medium,2026-05-21
Insurance,Ahmednagar,34778,36491,4.93,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,47.79,31303,53.65,51.62,Medium,Basic,Medium,High,2026-04-14
Insurance,Chandrapur,20473,21728,6.13,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,45.28,63725,40.8,71.25,Low,Basic,Low,High,2026-03-12
Insurance,Parbhani,29044,30466,4.9,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,52.7,45374,38.9,55.36,Medium,Basic,High,High,2026-03-10
Insurance,Jalna,33292,34307,3.05,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,20.7,37970,65.45,84.2,High,Basic,Low,High,2026-07-20
Insurance,Bhiwandi,42117,44679,6.08,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,37.72,23084,32.7,76.88,No Change,Moderate,Medium,Low,2026-06-13
Insurance,Nanded,12743,13959,9.55,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,27.49,69624,43.88,85.14,High,Advanced,Medium,Low,2026-04-12
Insurance,Satara,47216,50711,7.4,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,40.6,69125,77.03,47.85,Low,Moderate,Medium,High,2026-08-13
Insurance,Beed,38992,41329,6.0,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,43.02,45699,40.15,54.16,No Change,Moderate,Medium,High,2026-04-30
Insurance,Yavatmal,41591,46406,11.58,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,45.4,54381,45.43,84.55,High,Advanced,High,Medium,2026-08-09
Insurance,Osmanabad,44433,48279,8.66,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,18.95,53996,83.29,84.2,High,Emerging,Medium,Low,2026-07-11
Insurance,Raigad,35096,38548,9.84,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,41.51,62408,40.98,68.1,Medium,Advanced,Medium,Low,2026-09-04
Insurance,Ratnagiri,19377,20340,4.97,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,40.04,59768,52.74,60.56,Low,Emerging,High,High,2026-03-17
Insurance,Sindhudurg,33375,34503,3.38,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,45.55,20183,76.21,81.0,Low,Basic,Medium,Low,2026-06-23
Insurance,Wardha,33580,36904,9.9,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,53.01,62211,61.03,61.1,Low,Basic,Medium,Medium,2026-07-19
Insurance,Washim,12751,14136,10.86,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,58.78,27365,72.59,55.12,No Change,Basic,High,Medium,2026-04-26
Insurance,Gondia,8522,8782,3.06,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,43.2,40321,36.81,79.65,High,Moderate,Low,High,2026-05-25
Insurance,Bhandara,7515,8004,6.51,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,29.13,20730,32.98,60.19,High,Advanced,High,Low,2026-08-06
Insurance,Gadchiroli,33052,34485,4.34,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,44.93,56618,75.56,62.79,Medium,Moderate,Medium,Medium,2026-04-20
Insurance,Hingoli,38644,40341,4.39,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,36.87,63445,52.92,77.69,Medium,Moderate,Low,Low,2026-06-23
Insurance,Nandurbar,24724,25525,3.24,Insurance Agent; Claims Processor; Underwriter; Customer Support; Sales Manager,38.75,33005,39.23,56.3,Low,Basic,Medium,Medium,2026-05-24
Gig Economy,Mumbai,25551,27932,9.32,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,47.38,24130,73.94,85.37,Medium,Advanced,High,Medium,2026-07-06
Gig Economy,Pune,14382,15785,9.76,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,45.45,33364,49.96,70.64,No Change,Moderate,Low,Medium,2026-06-12
Gig Economy,Nagpur,33942,37730,11.16,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,51.97,63307,72.59,82.96,High,Moderate,Medium,Low,2026-04-08
Gig Economy,Thane,43613,45384,4.06,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,28.78,18755,55.81,58.55,High,Basic,High,Low,2026-03-12
Gig Economy,Nashik,5718,6214,8.68,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,41.99,60131,46.63,88.38,Medium,Basic,Low,Medium,2026-08-29
Gig Economy,Aurangabad,45326,47789,5.43,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,57.75,28780,33.45,41.45,Low,Advanced,Low,Medium,2026-06-03
Gig Economy,Solapur,4019,4152,3.33,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,54.2,33346,30.77,79.9,High,Moderate,High,High,2026-06-17
Gig Economy,Amravati,12627,13717,8.64,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,56.5,61610,84.08,85.13,Low,Basic,High,Low,2026-06-17
Gig Economy,Kolhapur,47493,49657,4.56,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,56.35,41653,81.03,57.96,No Change,Basic,Medium,High,2026-07-11
Gig Economy,Sangli,28493,30415,6.75,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,50.2,46776,51.39,82.08,No Change,Advanced,High,Medium,2026-04-01
Gig Economy,Jalgaon,34718,36715,5.75,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,50.11,61153,42.5,66.86,No Change,Advanced,Medium,Medium,2026-06-25
Gig Economy,Akola,19093,20394,6.82,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,51.05,58376,51.37,64.8,Medium,Emerging,High,High,2026-05-07
Gig Economy,Latur,19102,20908,9.46,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,53.8,23070,69.7,82.9,Medium,Advanced,Medium,Low,2026-03-27
Gig Economy,Dhule,39671,41409,4.38,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,35.63,47223,61.1,54.1,High,Advanced,Low,Low,2026-04-21
Gig Economy,Ahmednagar,32546,34877,7.16,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,43.75,29964,35.08,49.31,High,Advanced,Low,Low,2026-03-13
Gig Economy,Chandrapur,34417,35722,3.79,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,46.02,42287,66.94,69.01,Medium,Advanced,Medium,High,2026-07-05
Gig Economy,Parbhani,32714,35105,7.31,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,51.1,37437,78.99,50.27,High,Advanced,Medium,High,2026-08-26
Gig Economy,Jalna,9053,9446,4.34,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,21.55,41523,71.39,76.91,High,Advanced,Medium,Medium,2026-04-11
Gig Economy,Bhiwandi,5754,6365,10.62,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,38.89,34368,38.44,76.01,Medium,Moderate,Medium,Medium,2026-08-04
Gig Economy,Nanded,44634,47422,6.25,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,31.01,41763,37.65,83.27,Medium,Emerging,High,Medium,2026-06-15
Gig Economy,Satara,35971,39910,10.95,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,48.36,66378,45.89,74.42,High,Basic,High,Medium,2026-08-01
Gig Economy,Beed,35109,37881,7.9,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,47.78,45406,64.18,65.28,Medium,Advanced,Medium,High,2026-05-03
Gig Economy,Yavatmal,40081,41728,4.11,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,51.95,65006,46.47,53.53,Low,Basic,High,Medium,2026-08-13
Gig Economy,Osmanabad,11867,12408,4.56,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,59.53,33759,61.08,70.36,High,Emerging,Low,Low,2026-06-06
Gig Economy,Raigad,2868,3172,10.62,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,46.98,23843,52.81,75.7,No Change,Basic,Low,Medium,2026-05-25
Gig Economy,Ratnagiri,31013,33659,8.53,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,21.07,39601,70.69,63.5,Medium,Advanced,High,High,2026-04-24
Gig Economy,Sindhudurg,42469,45792,7.83,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,18.6,46439,40.13,86.22,Low,Moderate,Medium,High,2026-05-04
Gig Economy,Wardha,44343,46368,4.57,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,31.79,54573,68.92,81.1,Low,Emerging,High,Low,2026-03-18
Gig Economy,Washim,31325,34994,11.71,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,51.91,66760,33.85,89.31,No Change,Advanced,Medium,Medium,2026-04-23
Gig Economy,Gondia,9170,9519,3.81,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,15.42,20278,77.61,45.96,High,Advanced,High,High,2026-09-04
Gig Economy,Bhandara,49163,54182,10.21,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,21.69,39865,74.33,64.15,No Change,Advanced,High,High,2026-06-02
Gig Economy,Gadchiroli,11376,11737,3.18,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,59.82,58843,57.32,65.5,No Change,Moderate,Low,Low,2026-06-30
Gig Economy,Hingoli,29898,32472,8.61,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,23.47,43753,42.26,45.65,Medium,Emerging,High,High,2026-05-24
Gig Economy,Nandurbar,49233,51581,4.77,Delivery Partner; Ride Share Driver; Freelancer; Task Worker; Content Creator,52.01,31537,35.24,77.74,Low,Advanced,High,High,2026-05-31
