center_id,center_name,district,course_category,course_name,center_type,total_capacity,current_enrollment,has_computer_lab,has_workshop,equipment_age_years,total_trainers,certified_trainers,batches_completed,students_placed,placement_rate_percent,duration_months,fee_amount,certification,industry_partners,months_since_curriculum_update,contact_email,contact_phone
TC_0489,Skill Development Center - Nanded 10,Nanded,IT & Software,Full Stack Development,Industry Training Center,134,50,Yes,Yes,5,11,4,20,40,80.0,12,17333,NSDC,9,50,center489@skilldev.maharashtra.gov.in,+91-9848827570
TC_0490,Skill Development Center - Sindhudurg 8,Sindhudurg,Agriculture,Agriculture Equipment,NGO,195,149,No,No,11,11,11,17,84,56.38,1,49718,No Certification,1,14,center490@skilldev.maharashtra.gov.in,+91-9940910954
TC_0491,Skill Development Center - Nagpur 10,Nagpur,Electronics,Consumer Electronics Repair,Private Training Provider,250,218,No,No,5,13,3,4,54,24.77,9,19162,State Government,3,9,center491@skilldev.maharashtra.gov.in,+91-9100231493
TC_0492,Skill Development Center - Chandrapur 1,Chandrapur,Electronics,Mobile Repair,Government ITI,124,58,No,No,0,5,1,5,38,65.52,2,44729,NSDC,9,22,center492@skilldev.maharashtra.gov.in,+91-9935036915
TC_0493,Skill Development Center - Hingoli 1,Hingoli,Telecommunications,Fiber Optics,Private Training Provider,56,44,No,Yes,1,2,1,11,22,50.0,6,38928,State Government,1,33,center493@skilldev.maharashtra.gov.in,+91-9464170417
TC_0494,Skill Development Center - Mumbai 4,Mumbai,Media,Photography,Government ITI,118,65,No,No,9,5,4,8,0,0.0,3,14940,Industry Certified,9,27,center494@skilldev.maharashtra.gov.in,+91-9141831218
TC_0495,Skill Development Center - Gadchiroli 1,Gadchiroli,Media,Photography,Government ITI,238,221,No,No,7,14,11,6,83,37.56,2,30008,State Government,9,29,center495@skilldev.maharashtra.gov.in,+91-9970628728
TC_0496,Skill Development Center - Raigad 9,Raigad,Telecommunications,Network Installation,NGO,72,35,Yes,No,4,15,1,8,15,42.86,3,25753,Industry Certified,1,51,center496@skilldev.maharashtra.gov.in,+91-9332129939
TC_0497,Skill Development Center - Chandrapur 1,Chandrapur,Healthcare,Nursing Assistant,Government ITI,110,108,No,No,5,11,6,8,25,23.15,12,30274,NSDC,8,60,center497@skilldev.maharashtra.gov.in,+91-9629405190
TC_0498,Skill Development Center - Parbhani 5,Parbhani,Construction,Painting,Government ITI,252,212,No,No,7,10,1,6,168,79.25,9,21996,State Government,1,10,center498@skilldev.maharashtra.gov.in,+91-9815366364
TC_0499,Skill Development Center - Thane 2,Thane,Manufacturing,Fitter Training,Industry Training Center,118,105,No,Yes,11,7,5,13,33,31.43,9,31262,NSDC,3,56,center499@skilldev.maharashtra.gov.in,+91-9897305237
TC_0500,Skill Development Center - Kolhapur 8,Kolhapur,Retail,Cashier Operations,Government ITI,111,111,No,Yes,8,4,2,12,79,71.17,3,575,State Government,1,27,center500@skilldev.maharashtra.gov.in,+91-9617670981
